sample_id,run_id_if_available,main_true,main_pred,turn_true,turn_pred,theta_true_deg,theta_pred_deg,theta_abs_err_deg,is_main_error,is_turn_error,is_transition_window,is_stall,is_slope,is_flat,is_theta_edge,is_flat_peak,main_conf,turn_conf,theta_error_rank,input_feature_stats
test_03435,60,2,2,1,1,9.59999942779541,8.35242462158203,1.24757480621338,false,false,false,false,true,false,true,false,0.999999849335326,0.978565860785076,567,"{""gyro_z_mean"":0.6544110253453255,""gyro_z_rms"":0.6610187530669742,""I_sum_mean"":0.7157354633091018,""I_sum_rms"":0.7726567899222663,""I_diff_abs_mean"":-0.4921732089133002,""I_diff_abs_rms"":1.1365714765989825,""v_hat_mean"":-0.24964907208504883,""v_hat_rms"":0.3057497516429336,""kappa_proxy_mean"":0.6992988865822554,""kappa_proxy_rms"":0.7111995283274395,""drive_load_proxy_mean"":-0.7167374227428809,""drive_load_proxy_rms"":1.3771420718511387,""yaw_consistency_error_mean"":-0.5974754723720253,""yaw_consistency_error_rms"":0.6039672879499586}"
test_02464,2,2,2,0,0,3.5515193939209,4.79577302932739,1.24425363540649,false,false,false,false,true,false,false,false,0.999869597823506,0.552276404406965,568,"{""gyro_z_mean"":-2.3170164301991463,""gyro_z_rms"":2.3170164321122284,""I_sum_mean"":2.6825485229492188,""I_sum_rms"":2.6825485229492188,""I_diff_abs_mean"":3.416936159133911,""I_diff_abs_rms"":3.416936159133911,""v_hat_mean"":5.251898787915707,""v_hat_rms"":5.251901095042861,""kappa_proxy_mean"":0.012172420843853615,""kappa_proxy_rms"":0.012173486614135254,""drive_load_proxy_mean"":2.313946070149541,""drive_load_proxy_rms"":2.3139463757408762,""yaw_consistency_error_mean"":1.4971297979354858,""yaw_consistency_error_rms"":1.497129801111306}"
test_00100,12,0,0,0,0,-0.504113256931305,-1.74774253368378,1.24362921714783,false,false,false,false,true,true,false,false,0.999999997099957,0.531693577446247,569,"{""gyro_z_mean"":-1.4199779890732316,""gyro_z_rms"":1.6978619334719391,""I_sum_mean"":1.041383320443856,""I_sum_rms"":1.699106800290608,""I_diff_abs_mean"":2.1286662821948994,""I_diff_abs_rms"":2.3821183219184103,""v_hat_mean"":1.4002720713615417,""v_hat_rms"":1.4015797852017773,""kappa_proxy_mean"":-0.18171958031962276,""kappa_proxy_rms"":0.2867917715428621,""drive_load_proxy_mean"":0.6273561822599731,""drive_load_proxy_rms"":1.6951387595253284,""yaw_consistency_error_mean"":1.075075073618791,""yaw_consistency_error_rms"":1.3618360629539819}"
test_01575,2,2,2,0,0,3.49999976158142,4.74271631240845,1.24271655082703,false,false,false,false,true,false,false,false,0.999871481315273,0.59055758616385,570,"{""gyro_z_mean"":-2.316890012472868,""gyro_z_rms"":2.3168900146518827,""I_sum_mean"":2.6825485229492188,""I_sum_rms"":2.6825485229492188,""I_diff_abs_mean"":3.416936159133911,""I_diff_abs_rms"":3.416936159133911,""v_hat_mean"":5.245296087116003,""v_hat_rms"":5.245298707822951,""kappa_proxy_mean"":0.011956146867305506,""kappa_proxy_rms"":0.01195738279344494,""drive_load_proxy_mean"":2.3123525884002447,""drive_load_proxy_rms"":2.3123529340259275,""yaw_consistency_error_mean"":1.4972601821646094,""yaw_consistency_error_rms"":1.4972601857275365}"
test_01867,54,2,2,-1,-1,6.75,5.50739479064941,1.24260520935059,false,false,false,false,true,false,false,false,0.999307881065627,0.975913433722363,571,"{""gyro_z_mean"":-0.26665382622741163,""gyro_z_rms"":0.2750241394185188,""I_sum_mean"":0.8426558589562774,""I_sum_rms"":0.8884088654930838,""I_diff_abs_mean"":-0.6171302320508403,""I_diff_abs_rms"":1.0997941137636453,""v_hat_mean"":-0.4475389833096415,""v_hat_rms"":0.4492541961284953,""kappa_proxy_mean"":-1.0763864582404494,""kappa_proxy_rms"":1.0778298025952049,""drive_load_proxy_mean"":0.5397147308685817,""drive_load_proxy_rms"":1.266102937882788,""yaw_consistency_error_mean"":0.2927722743479535,""yaw_consistency_error_rms"":0.3021587083582369}"
test_02177,9,0,0,-1,1,1.5,0.25773411989212,1.24226593971252,false,true,false,false,true,true,false,false,0.999932283416624,0.710942363675062,572,"{""gyro_z_mean"":-0.02537190700240899,""gyro_z_rms"":0.1411932712786794,""I_sum_mean"":-0.1380477312795847,""I_sum_rms"":0.48636856887869806,""I_diff_abs_mean"":0.33813710371032357,""I_diff_abs_rms"":0.81726873276069,""v_hat_mean"":1.3133029760792851,""v_hat_rms"":1.313319076591937,""kappa_proxy_mean"":0.12491010426310822,""kappa_proxy_rms"":0.12590198219551588,""drive_load_proxy_mean"":0.158359027991537,""drive_load_proxy_rms"":0.9424804311321643,""yaw_consistency_error_mean"":0.02502716843764574,""yaw_consistency_error_rms"":0.11386799750197724}"
test_00823,43,0,0,0,1,1.44999992847443,2.69173908233643,1.241739153862,false,true,false,false,true,true,false,false,0.751104353356074,0.606062042014926,573,"{""gyro_z_mean"":0.5938204736448824,""gyro_z_rms"":0.5947951344435389,""I_sum_mean"":0.7517765990778571,""I_sum_rms"":0.7714129051266229,""I_diff_abs_mean"":0.3063456017989665,""I_diff_abs_rms"":0.47093005399480453,""v_hat_mean"":0.3608960882993415,""v_hat_rms"":0.3672144800662859,""kappa_proxy_mean"":0.3724949876777828,""kappa_proxy_rms"":0.3729058744444842,""drive_load_proxy_mean"":0.760178615222685,""drive_load_proxy_rms"":0.9289708266533768,""yaw_consistency_error_mean"":-0.5766202306840569,""yaw_consistency_error_rms"":0.5773567426678679}"
test_02312,9,2,2,0,1,-2.49999976158142,-1.26191484928131,1.23808491230011,false,true,false,false,true,false,false,false,0.999605952669389,0.986142233293261,574,"{""gyro_z_mean"":-1.5190152507275343,""gyro_z_rms"":1.5213304497786113,""I_sum_mean"":-1.9031078815460205,""I_sum_rms"":1.9031078815460205,""I_diff_abs_mean"":-0.12992538511753082,""I_diff_abs_rms"":0.12992538511753082,""v_hat_mean"":-0.02306816692555458,""v_hat_rms"":0.026920886256533327,""kappa_proxy_mean"":-1.3251175852492452,""kappa_proxy_rms"":1.3268199741735398,""drive_load_proxy_mean"":-0.2539471723139286,""drive_load_proxy_rms"":0.2540639939352166,""yaw_consistency_error_mean"":1.6204529823735356,""yaw_consistency_error_rms"":1.6223438174592781}"
test_02969,2,2,2,0,0,3.49999976158142,4.73709487915039,1.23709511756897,false,false,false,false,true,false,false,false,0.999874993125757,0.595805708050147,575,"{""gyro_z_mean"":-2.316846016794443,""gyro_z_rms"":2.316846019069363,""I_sum_mean"":2.6825485229492188,""I_sum_rms"":2.6825485229492188,""I_diff_abs_mean"":3.416936159133911,""I_diff_abs_rms"":3.416936159133911,""v_hat_mean"":5.243001144379377,""v_hat_rms"":5.243003878239079,""kappa_proxy_mean"":0.011880869315064047,""kappa_proxy_rms"":0.011882168235854395,""drive_load_proxy_mean"":2.311799328774214,""drive_load_proxy_rms"":2.3117996889826755,""yaw_consistency_error_mean"":1.4973054071888328,""yaw_consistency_error_rms"":1.4973054109082824}"
test_02487,3,2,2,0,0,4.51123046875,5.74778413772583,1.23655366897583,false,false,false,false,true,false,false,false,0.999963631819878,0.691063088314303,576,"{""gyro_z_mean"":-0.28090118966065347,""gyro_z_rms"":0.2842629791291984,""I_sum_mean"":0.9163951850496233,""I_sum_rms"":0.9179467156950594,""I_diff_abs_mean"":-1.0723090930841863,""I_diff_abs_rms"":1.0749195674306773,""v_hat_mean"":-0.28232120745815337,""v_hat_rms"":0.2898824577246864,""kappa_proxy_mean"":-0.5734727345407009,""kappa_proxy_rms"":0.5772892894772234,""drive_load_proxy_mean"":1.4019916066899896,""drive_load_proxy_rms"":1.4255401633205826,""yaw_consistency_error_mean"":0.3091078541474417,""yaw_consistency_error_rms"":0.31420426145711844}"
test_00736,3,2,2,1,1,5.49999952316284,6.73176002502441,1.23176050186157,false,false,false,false,true,false,false,false,0.999988831271081,0.998411689892086,577,"{""gyro_z_mean"":0.6381550857331604,""gyro_z_rms"":0.6464382588968045,""I_sum_mean"":0.48319070455181645,""I_sum_rms"":0.539386583969044,""I_diff_abs_mean"":-0.1269369837245904,""I_diff_abs_rms"":0.7560731234012785,""v_hat_mean"":0.4505559871904552,""v_hat_rms"":0.4535299530357697,""kappa_proxy_mean"":0.37942458782345057,""kappa_proxy_rms"":0.38100271146032033,""drive_load_proxy_mean"":-0.1376012931286823,""drive_load_proxy_rms"":1.1782631619521755,""yaw_consistency_error_mean"":-0.6179875074885786,""yaw_consistency_error_rms"":0.6220554754648919}"
test_00435,85,2,1,0,0,2.09999990463257,0.868858814239502,1.23114109039307,true,false,false,false,true,false,false,false,0.902088721574082,0.99993336530591,578,"{""gyro_z_mean"":0.2730201780796051,""gyro_z_rms"":0.2730201780796051,""I_sum_mean"":-1.3178469510748982,""I_sum_rms"":1.3180311006908123,""I_diff_abs_mean"":-0.12992538511753082,""I_diff_abs_rms"":0.12992538511753082,""v_hat_mean"":-0.5661719869822264,""v_hat_rms"":0.566172096475536,""kappa_proxy_mean"":0.2038741260766983,""kappa_proxy_rms"":0.2038741260766983,""drive_load_proxy_mean"":0.13171723287086934,""drive_load_proxy_rms"":0.13347362331103438,""yaw_consistency_error_mean"":-0.25675931572914124,""yaw_consistency_error_rms"":0.25675931572914124}"
test_00120,2,2,2,1,1,-6.49999952316284,-7.72984600067139,1.22984647750854,false,false,false,false,true,false,false,false,0.998381073832892,0.999984954203215,579,"{""gyro_z_mean"":0.32373859942890704,""gyro_z_rms"":0.3238359607494397,""I_sum_mean"":-0.4097766268532723,""I_sum_rms"":0.5996121497644146,""I_diff_abs_mean"":0.05913469334336696,""I_diff_abs_rms"":0.7337648647293585,""v_hat_mean"":-0.585896824952215,""v_hat_rms"":0.5858968987541029,""kappa_proxy_mean"":0.4675460734870285,""kappa_proxy_rms"":0.46921564714139513,""drive_load_proxy_mean"":-0.850783655885607,""drive_load_proxy_rms"":0.8517244114741146,""yaw_consistency_error_mean"":-0.3002230697311461,""yaw_consistency_error_rms"":0.3003342677539582}"
test_02645,2,2,2,0,0,3.49999976158142,4.72853994369507,1.22854018211365,false,false,false,false,true,false,false,false,0.999875110096991,0.597875132399651,580,"{""gyro_z_mean"":-2.3168010618537664,""gyro_z_rms"":2.3168010642290007,""I_sum_mean"":2.6825485229492188,""I_sum_rms"":2.6825485229492188,""I_diff_abs_mean"":3.416936159133911,""I_diff_abs_rms"":3.416936159133911,""v_hat_mean"":5.240657709538937,""v_hat_rms"":5.240660561446395,""kappa_proxy_mean"":0.011803939996752888,""kappa_proxy_rms"":0.011805305393157578,""drive_load_proxy_mean"":2.3112345710396767,""drive_load_proxy_rms"":2.311234946463278,""yaw_consistency_error_mean"":1.4973516156896949,""yaw_consistency_error_rms"":1.4973516195725554}"
test_02929,3,2,2,0,0,-2.49999976158142,-3.72850775718689,1.22850799560547,false,false,false,false,true,false,false,false,0.957270401550447,0.989996527644868,581,"{""gyro_z_mean"":0.4679639036767185,""gyro_z_rms"":0.4728162198336702,""I_sum_mean"":0.7684575915336609,""I_sum_rms"":0.8506466465621086,""I_diff_abs_mean"":-0.9562553879804909,""I_diff_abs_rms"":1.0192521076184797,""v_hat_mean"":-0.4669794552028179,""v_hat_rms"":0.4735362531947691,""kappa_proxy_mean"":0.7412406405201182,""kappa_proxy_rms"":0.8203828094055736,""drive_load_proxy_mean"":-0.9429590277941315,""drive_load_proxy_rms"":1.1499991033995307,""yaw_consistency_error_mean"":-0.40219555946532637,""yaw_consistency_error_rms"":0.4105453608151501}"
test_01232,3,2,2,0,-1,4.5,3.27386498451233,1.22613501548767,false,true,false,false,true,false,false,false,0.999910509150305,0.981078927898177,582,"{""gyro_z_mean"":-0.1105120593929314,""gyro_z_rms"":0.14527445217443763,""I_sum_mean"":0.7765932130860165,""I_sum_rms"":0.7878988026052709,""I_diff_abs_mean"":-0.5443127229809761,""I_diff_abs_rms"":0.8802854005185624,""v_hat_mean"":0.1599083089386113,""v_hat_rms"":0.1660401299454996,""kappa_proxy_mean"":-0.051614576443171245,""kappa_proxy_rms"":0.06923489083280736,""drive_load_proxy_mean"":0.13642422478005756,""drive_load_proxy_rms"":1.3108767798675143,""yaw_consistency_error_mean"":0.14340419147174543,""yaw_consistency_error_rms"":0.15806175339434037}"
test_02284,9,2,2,0,0,-3.49999976158142,-4.72596597671509,1.22596621513367,false,false,true,false,true,false,false,false,0.988853506251484,0.96306052167109,583,"{""gyro_z_mean"":-2.189032366964966,""gyro_z_rms"":2.2738720044376945,""I_sum_mean"":-0.7492948646395234,""I_sum_rms"":1.226734007272749,""I_diff_abs_mean"":0.7625128382933326,""I_diff_abs_rms"":1.0704384662467648,""v_hat_mean"":-0.04999779149375172,""v_hat_rms"":0.06875710629647605,""kappa_proxy_mean"":-2.179054799489677,""kappa_proxy_rms"":2.219337495669143,""drive_load_proxy_mean"":-0.7818757004279178,""drive_load_proxy_rms"":1.0037223653622185,""yaw_consistency_error_mean"":2.7177579011768103,""yaw_consistency_error_rms"":2.7787087483278796}"
test_01626,60,2,2,1,1,9.75,8.5248384475708,1.2251615524292,false,false,false,false,true,false,true,false,0.999918297769296,0.979533678125474,584,"{""gyro_z_mean"":0.6107753426767886,""gyro_z_rms"":0.6200734953897181,""I_sum_mean"":0.2521250586723909,""I_sum_rms"":0.2599956541910952,""I_diff_abs_mean"":1.2762549673207104,""I_diff_abs_rms"":1.2959579885858399,""v_hat_mean"":-0.4903307512868196,""v_hat_rms"":0.4903398694962546,""kappa_proxy_mean"":1.1067072376608849,""kappa_proxy_rms"":1.1481476586513635,""drive_load_proxy_mean"":0.9393776035867631,""drive_load_proxy_rms"":0.941807816258109,""yaw_consistency_error_mean"":-0.562035565963015,""yaw_consistency_error_rms"":0.5736860899845106}"
test_00724,3,2,2,0,0,5.49999952316284,4.27586317062378,1.22413635253906,false,false,true,false,true,false,false,false,0.999966081087956,0.872004743018589,585,"{""gyro_z_mean"":0.11021275593157043,""gyro_z_rms"":0.2574561723345397,""I_sum_mean"":1.0435232832096517,""I_sum_rms"":1.0466481068240654,""I_diff_abs_mean"":0.783068738412112,""I_diff_abs_rms"":1.171428723317839,""v_hat_mean"":-0.13364737158224216,""v_hat_rms"":0.2178951772974963,""kappa_proxy_mean"":0.002594637709989911,""kappa_proxy_rms"":0.2724900422671642,""drive_load_proxy_mean"":-1.1976053956896067,""drive_load_proxy_rms"":1.1988007708676094,""yaw_consistency_error_mean"":-0.16920933833534946,""yaw_consistency_error_rms"":0.2688145864458737}"
test_01602,2,2,2,0,0,3.49999976158142,4.72329807281494,1.22329831123352,false,false,false,false,true,false,false,false,0.99987309307518,0.599245190272388,586,"{""gyro_z_mean"":-2.3167551290243864,""gyro_z_rms"":2.3167551315044292,""I_sum_mean"":2.6825485229492188,""I_sum_rms"":2.6825485229492188,""I_diff_abs_mean"":3.416936159133911,""I_diff_abs_rms"":3.416936159133911,""v_hat_mean"":5.238264761865139,""v_hat_rms"":5.238267736860017,""kappa_proxy_mean"":0.01172532195050735,""kappa_proxy_rms"":0.011726757518756434,""drive_load_proxy_mean"":2.3106580674648285,""drive_load_proxy_rms"":2.3106584587666505,""yaw_consistency_error_mean"":1.4973988281562924,""yaw_consistency_error_rms"":1.4973988322098393}"
test_00317,12,2,2,1,0,5.49999952316284,6.7212176322937,1.22121810913086,false,true,false,false,true,false,false,false,0.999422828067253,0.970484262765894,587,"{""gyro_z_mean"":0.6225729873403907,""gyro_z_rms"":0.6225791305371703,""I_sum_mean"":0.9073755573481321,""I_sum_rms"":0.9074984472397973,""I_diff_abs_mean"":0.4882445477414876,""I_diff_abs_rms"":0.488773896310307,""v_hat_mean"":0.06349608722666744,""v_hat_rms"":0.07446199878062593,""kappa_proxy_mean"":0.459834142588079,""kappa_proxy_rms"":0.46000473541345355,""drive_load_proxy_mean"":1.4032286582514644,""drive_load_proxy_rms"":1.4089420212303834,""yaw_consistency_error_mean"":-0.604471598751843,""yaw_consistency_error_rms"":0.6044850001425011}"
test_03090,2,2,2,0,0,3.49999976158142,4.71953439712524,1.21953463554382,false,false,false,false,true,false,false,false,0.999862985164283,0.591111506222942,588,"{""gyro_z_mean"":-2.3166602291166782,""gyro_z_rms"":2.316660231820388,""I_sum_mean"":2.6825485229492188,""I_sum_rms"":2.6825485229492188,""I_diff_abs_mean"":3.416936159133911,""I_diff_abs_rms"":3.416936159133911,""v_hat_mean"":5.233326226472855,""v_hat_rms"":5.233329463787227,""kappa_proxy_mean"":0.01156286754849134,""kappa_proxy_rms"":0.01156445548637968,""drive_load_proxy_mean"":2.3094687070697546,""drive_load_proxy_rms"":2.3094691323266567,""yaw_consistency_error_mean"":1.497496359050274,""yaw_consistency_error_rms"":1.4974963634682228}"
test_01849,2,2,2,0,0,3.49999976158142,4.71899509429932,1.2189953327179,false,false,false,false,true,false,false,false,0.999867969671377,0.596554018355238,589,"{""gyro_z_mean"":-2.316708190366626,""gyro_z_rms"":2.316708192956177,""I_sum_mean"":2.6825485229492188,""I_sum_rms"":2.6825485229492188,""I_diff_abs_mean"":3.416936159133911,""I_diff_abs_rms"":3.416936159133911,""v_hat_mean"":5.235821288079023,""v_hat_rms"":5.23582439147377,""kappa_proxy_mean"":0.011644977377727628,""kappa_proxy_rms"":0.01164648704439184,""drive_load_proxy_mean"":2.3100695461034775,""drive_load_proxy_rms"":2.3100699539974943,""yaw_consistency_error_mean"":1.4974470688030124,""yaw_consistency_error_rms"":1.4974470730349128}"
test_02971,60,2,2,1,-1,9.59999942779541,10.8182554244995,1.2182559967041,false,true,false,false,true,false,true,false,0.999999974741168,0.835145060875198,590,"{""gyro_z_mean"":0.6035229936242104,""gyro_z_rms"":0.6047989650741828,""I_sum_mean"":0.4487650285009295,""I_sum_rms"":0.5368235310927105,""I_diff_abs_mean"":0.4379970246227458,""I_diff_abs_rms"":1.222547908559326,""v_hat_mean"":-0.4803157369606197,""v_hat_rms"":0.48207469990596213,""kappa_proxy_mean"":1.0947374789975584,""kappa_proxy_rms"":1.1183903575478702,""drive_load_proxy_mean"":0.7240843407344073,""drive_load_proxy_rms"":1.2541775526846315,""yaw_consistency_error_mean"":-0.5598037405870855,""yaw_consistency_error_rms"":0.5623196937933473}"
test_00616,2,2,2,0,0,3.49999976158142,4.7178955078125,1.21789574623108,false,false,false,false,true,false,false,false,0.999859223119109,0.581883970658249,591,"{""gyro_z_mean"":-2.316611222922802,""gyro_z_rms"":2.316611225745991,""I_sum_mean"":2.6825485229492188,""I_sum_rms"":2.6825485229492188,""I_diff_abs_mean"":3.416936159133911,""I_diff_abs_rms"":3.416936159133911,""v_hat_mean"":5.230778519064188,""v_hat_rms"":5.230781896062712,""kappa_proxy_mean"":0.011478952823381405,""kappa_proxy_rms"":0.011480623469708667,""drive_load_proxy_mean"":2.3088552318513393,""drive_load_proxy_rms"":2.308855675317691,""yaw_consistency_error_mean"":1.497546723112464,""yaw_consistency_error_rms"":1.4975467277247507}"
test_01079,9,0,0,-1,1,1.49953508377075,0.283252537250519,1.21628260612488,false,true,false,false,true,true,false,false,0.999996546815361,0.866623056623994,592,"{""gyro_z_mean"":-0.01846920703246724,""gyro_z_rms"":0.13663794237681637,""I_sum_mean"":-0.1449417347466806,""I_sum_rms"":0.47940330686636623,""I_diff_abs_mean"":0.2905463750939816,""I_diff_abs_rms"":0.775562578625964,""v_hat_mean"":1.3105278993025422,""v_hat_rms"":1.3105488719648146,""kappa_proxy_mean"":0.12468296656152233,""kappa_proxy_rms"":0.1256832142892998,""drive_load_proxy_mean"":0.20955164823681116,""drive_load_proxy_rms"":0.9214198755594905,""yaw_consistency_error_mean"":0.030225306352349435,""yaw_consistency_error_rms"":0.11154299104038544}"
test_01158,56,2,2,1,1,7.59999990463257,8.81507968902588,1.21507978439331,false,false,false,false,true,false,false,false,0.999999935625104,0.999980113251041,593,"{""gyro_z_mean"":0.6901150713674724,""gyro_z_rms"":0.6916321052623481,""I_sum_mean"":0.8379470392828807,""I_sum_rms"":0.8605569442658247,""I_diff_abs_mean"":-0.6230295868590474,""I_diff_abs_rms"":1.1122613070500211,""v_hat_mean"":-0.16502889578168833,""v_hat_rms"":0.22118912131486118,""kappa_proxy_mean"":0.6536521185189486,""kappa_proxy_rms"":0.6630659518515036,""drive_load_proxy_mean"":-0.3782108274754137,""drive_load_proxy_rms"":1.4496286502258147,""yaw_consistency_error_mean"":-0.6438945047557354,""yaw_consistency_error_rms"":0.6461694081951812}"
test_01317,43,0,0,-1,0,1.59999990463257,0.386747419834137,1.21325254440308,false,true,false,false,true,true,false,false,0.802730213883484,0.901606056937531,594,"{""gyro_z_mean"":-1.3999754727092295,""gyro_z_rms"":1.976723855001695,""I_sum_mean"":0.36352059648925206,""I_sum_rms"":0.7400144691695225,""I_diff_abs_mean"":1.2656265268306015,""I_diff_abs_rms"":1.5849387525122511,""v_hat_mean"":0.7625536033883691,""v_hat_rms"":0.7663656499784965,""kappa_proxy_mean"":-0.36833338153337536,""kappa_proxy_rms"":0.648948961055368,""drive_load_proxy_mean"":-0.9368971209332813,""drive_load_proxy_rms"":1.3290585601015268,""yaw_consistency_error_mean"":1.0316491544981545,""yaw_consistency_error_rms"":1.5983605043180311}"
test_01220,2,2,2,0,0,3.49999976158142,4.71274852752686,1.21274876594543,false,false,false,false,true,false,false,false,0.999855101279395,0.568099852012619,595,"{""gyro_z_mean"":-2.316561149433255,""gyro_z_rms"":2.3165611523811442,""I_sum_mean"":2.6825485229492188,""I_sum_rms"":2.6825485229492188,""I_diff_abs_mean"":3.416936159133911,""I_diff_abs_rms"":3.416936159133911,""v_hat_mean"":5.228177074342966,""v_hat_rms"":5.228180597022361,""kappa_proxy_mean"":0.0113931927116937,""kappa_proxy_rms"":0.011394950789142867,""drive_load_proxy_mean"":2.3082287423312664,""drive_load_proxy_rms"":2.3082292049516564,""yaw_consistency_error_mean"":1.4975981852039695,""yaw_consistency_error_rms"":1.4975981900195594}"
test_00618,38,0,0,0,0,-1.24999988079071,-2.46234059333801,1.2123407125473,false,false,true,false,true,true,false,false,0.983663013078138,0.924853478373407,596,"{""gyro_z_mean"":-0.10893019298600848,""gyro_z_rms"":0.2687646603528171,""I_sum_mean"":0.939059020485729,""I_sum_rms"":0.973083360240457,""I_diff_abs_mean"":0.2350840913131833,""I_diff_abs_rms"":1.0902061185472653,""v_hat_mean"":-0.34864073037169874,""v_hat_rms"":0.36734783928464654,""kappa_proxy_mean"":-0.38357627017830964,""kappa_proxy_rms"":0.43938129893864325,""drive_load_proxy_mean"":-1.5716672354610637,""drive_load_proxy_rms"":1.7434587530736194,""yaw_consistency_error_mean"":0.1466321821026213,""yaw_consistency_error_rms"":0.2957189243673049}"
test_00822,9,2,2,0,1,-7.5,-6.28797817230225,1.21202182769775,false,true,false,false,true,false,false,false,0.999976944482621,0.961708153166958,597,"{""gyro_z_mean"":1.0010196776129305,""gyro_z_rms"":1.0010197787781232,""I_sum_mean"":0.3760650616604835,""I_sum_rms"":0.3760766621747168,""I_diff_abs_mean"":-1.2375656813383102,""I_diff_abs_rms"":1.2400360254048712,""v_hat_mean"":-0.4412792099174112,""v_hat_rms"":0.4413168728145501,""kappa_proxy_mean"":1.913514650426805,""kappa_proxy_rms"":1.9140943016001428,""drive_load_proxy_mean"":-0.9654289735481143,""drive_load_proxy_rms"":0.9669294045902375,""yaw_consistency_error_mean"":-1.0251048980280757,""yaw_consistency_error_rms"":1.0251166829629657}"
test_02503,22,2,2,0,1,-9.55000019073486,-8.34047603607178,1.20952415466309,false,true,false,false,true,false,true,false,0.999993429013616,0.884809578042026,598,"{""gyro_z_mean"":0.3614459717646241,""gyro_z_rms"":0.3614652483576139,""I_sum_mean"":0.2990074201952666,""I_sum_rms"":0.2990405816011757,""I_diff_abs_mean"":-0.9486588891595602,""I_diff_abs_rms"":1.0792986089406413,""v_hat_mean"":-0.5979292495176196,""v_hat_rms"":0.5979768273942736,""kappa_proxy_mean"":0.7795908115804195,""kappa_proxy_rms"":0.7801077815166868,""drive_load_proxy_mean"":-0.80570665653795,""drive_load_proxy_rms"":0.8927022603576773,""yaw_consistency_error_mean"":-0.34453594987280667,""yaw_consistency_error_rms"":0.3445620174699998}"
test_01770,12,2,2,-1,0,9.49999904632568,8.29320907592773,1.20678997039795,false,true,false,false,true,false,true,false,0.998551365153299,0.846666272585505,599,"{""gyro_z_mean"":-0.08413201944807724,""gyro_z_rms"":0.14507479836186354,""I_sum_mean"":0.4948399323038757,""I_sum_rms"":0.5990944917628769,""I_diff_abs_mean"":-1.5356994550675154,""I_diff_abs_rms"":1.551410824591553,""v_hat_mean"":-0.4759905186947435,""v_hat_rms"":0.47617063101293805,""kappa_proxy_mean"":-0.6743453776634851,""kappa_proxy_rms"":0.7456736885160722,""drive_load_proxy_mean"":1.0037460131570697,""drive_load_proxy_rms"":1.0313534288955173,""yaw_consistency_error_mean"":0.06573190982817323,""yaw_consistency_error_rms"":0.16035989204239984}"
test_00548,54,2,2,-1,0,6.24999952316284,5.04361486434937,1.20638465881348,false,true,true,false,true,false,false,false,0.925389644115789,0.502740228073214,600,"{""gyro_z_mean"":0.28283221763558686,""gyro_z_rms"":0.28339835571666183,""I_sum_mean"":-0.5223524440079927,""I_sum_rms"":0.5223629596779867,""I_diff_abs_mean"":-0.024073155401993063,""I_diff_abs_rms"":0.12941072125520087,""v_hat_mean"":-0.5332222781144083,""v_hat_rms"":0.5332222793182682,""kappa_proxy_mean"":0.22939261456485838,""kappa_proxy_rms"":0.2347014098671672,""drive_load_proxy_mean"":0.538664111867547,""drive_load_proxy_rms"":0.5387489693838308,""yaw_consistency_error_mean"":-0.26184321637265384,""yaw_consistency_error_rms"":0.26207525883902555}"
test_01680,2,0,0,-1,1,-0.499999970197678,-1.70633792877197,1.20633792877197,false,true,false,false,true,true,false,false,0.999999975383077,0.754388998005712,601,"{""gyro_z_mean"":-0.015935704263029038,""gyro_z_rms"":0.1517396786421671,""I_sum_mean"":-0.4274667917052284,""I_sum_rms"":0.6481404427528193,""I_diff_abs_mean"":0.53261101866633,""I_diff_abs_rms"":0.823659168801203,""v_hat_mean"":1.418833363801241,""v_hat_rms"":1.4188495017239917,""kappa_proxy_mean"":0.12885688844835386,""kappa_proxy_rms"":0.12988205404470074,""drive_load_proxy_mean"":0.03855103062232956,""drive_load_proxy_rms"":0.8324785775885059,""yaw_consistency_error_mean"":0.031308811970575334,""yaw_consistency_error_rms"":0.12454065797612679}"
test_03463,9,2,2,0,-1,-8.49999904632568,-9.70176887512207,1.20176982879639,false,true,true,false,true,false,true,false,0.999999619370214,0.999177917936949,602,"{""gyro_z_mean"":0.9617629437707365,""gyro_z_rms"":0.9618584883852277,""I_sum_mean"":0.6401996843051165,""I_sum_rms"":0.6882827004427499,""I_diff_abs_mean"":-1.1348999929468846,""I_diff_abs_rms"":1.1977162313858667,""v_hat_mean"":-0.3143646796233952,""v_hat_rms"":0.3148679273354651,""kappa_proxy_mean"":1.2222320949658751,""kappa_proxy_rms"":1.2236139509992814,""drive_load_proxy_mean"":-1.176208288918133,""drive_load_proxy_rms"":1.2950637231391788,""yaw_consistency_error_mean"":-0.9365240838378668,""yaw_consistency_error_rms"":0.9365968402091832}"
